COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Sarah MCDONALD,GBR,26.0,15.87,32.91,50.20,1:07.41,1:24.09,1:40.95,1:57.49,2:13.99,2:30.20,2:46.49,3:02.53,3:18.54,3:34.04,3:49.69,4:04.42
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Lemlem HAILU,ETH,18.0,16.49,33.42,50.49,1:07.59,1:24.31,1:41.34,1:57.95,2:14.36,2:30.59,2:46.85,3:02.70,3:18.77,3:33.92,3:49.68,4:05.61
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Kristiina MÄKI,CZE,28.0,16.24,33.28,50.48,1:07.73,1:24.45,1:41.34,1:58.08,2:14.71,2:30.91,2:47.32,3:03.24,3:18.95,3:34.41,3:50.40,4:06.61
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Esther GUERRERO,ESP,30.0,15.77,32.69,49.93,1:06.99,1:23.82,1:40.53,1:57.13,2:13.58,2:29.86,2:46.11,3:02.17,3:18.32,3:34.23,3:50.19,4:06.99
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Georgia GRIFFITH,AUS,23.0,15.81,32.77,50.01,1:06.99,1:23.64,1:40.35,1:57.01,2:13.40,2:29.70,2:45.91,3:02.04,3:18.14,3:33.92,3:50.38,4:07.73
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Sara KUIVISTO,FIN,28.0,16.27,33.21,50.49,1:07.60,1:24.27,1:41.06,1:57.80,2:14.45,2:30.59,2:46.99,3:03.36,3:19.40,3:35.28,3:51.45,4:08.85
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Rababe ARAFI,MAR,29.0,15.97,33.29,51.67,1:11.36,1:30.32,1:47.95,2:04.94,2:22.03,2:38.06,2:53.68,3:08.73,3:23.81,3:38.32,3:53.65,4:08.32
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Winny CHEBET,KEN,29.0,14.96,32.54,51.55,1:11.23,1:30.23,1:47.86,2:04.95,2:21.99,2:37.97,2:53.55,3:08.78,3:23.86,3:38.47,3:53.70,4:08.36
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Gudaf TSEGAY,ETH,23.0,15.57,32.90,51.82,1:11.73,1:30.17,1:47.91,2:05.14,2:22.31,2:37.48,2:52.96,3:08.34,3:23.36,3:38.10,3:53.50,4:08.39
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Shelby HOULIHAN,USA,27.0,15.23,32.82,51.89,1:11.70,1:30.68,1:48.38,2:05.26,2:22.45,2:38.30,2:53.89,3:08.97,3:24.00,3:38.64,3:53.95,4:08.51
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Jessica HULL,AUS,23.0,15.00,32.58,51.68,1:11.38,1:30.31,1:48.07,2:04.85,2:22.14,2:37.65,2:53.14,3:08.45,3:23.48,3:38.18,3:53.58,4:08.71
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Yolanda NGARAMBE,SWE,28.0,15.44,32.99,52.11,1:11.91,1:30.77,1:48.51,2:05.41,2:22.59,2:38.34,2:54.08,3:09.10,3:24.15,3:38.82,3:54.24,4:09.22
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Aisha PRAUGHT-LEER,JAM,30.0,15.30,32.73,51.71,1:11.54,1:30.37,1:48.16,2:04.95,2:22.24,2:37.86,2:53.46,3:08.65,3:23.74,3:38.56,3:53.94,4:09.81
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Palakeezh UNNIKRISHNAN CHITRA,IND,24.0,15.78,33.37,52.43,1:12.13,1:30.93,1:48.63,2:05.35,2:22.62,2:38.40,2:54.23,3:09.49,3:24.70,3:39.79,3:55.10,4:11.10
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Caterina GRANZ,GER,26.0,15.23,33.21,52.01,1:11.50,1:30.10,1:47.74,2:04.82,2:21.82,2:37.80,2:53.37,3:08.64,3:23.68,3:38.74,3:54.54,4:12.36
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Jemma REEKIE,GBR,22.0,15.07,33.02,51.98,1:11.77,1:30.08,1:47.69,2:04.74,2:21.92,2:38.02,2:53.69,3:08.52,3:23.49,3:38.34,3:54.34,4:12.51
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Maruša MIŠMAŠ,SLO,25.0,15.48,33.22,52.20,1:11.97,1:30.00,1:47.53,2:04.71,2:21.77,2:38.10,2:53.89,3:09.36,3:25.24,3:41.46,3:58.40,4:14.94
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,2.0,Carla MENDES,CPV,25.0,14.78,32.34,51.51,1:11.21,1:30.56,1:48.29,2:05.25,2:22.38,2:39.01,2:55.74,3:12.40,3:29.78,3:47.14,4:05.31,4:23.56
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Jenny SIMPSON,USA,33.0,15.92,33.13,50.21,1:07.11,1:23.91,1:40.72,1:57.41,2:14.24,2:30.96,2:47.75,3:03.87,3:20.17,3:36.08,3:52.00,4:07.27
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Gabriela DEBUES-STAFFORD,CAN,24.0,16.27,33.64,50.62,1:07.66,1:24.45,1:41.45,1:57.94,2:14.63,2:31.26,2:48.32,3:04.13,3:20.36,3:36.21,3:52.12,4:07.28
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Laura MUIR,GBR,26.0,16.34,33.85,50.53,1:07.53,1:24.24,1:41.08,1:57.71,2:14.56,2:30.96,2:47.90,3:03.91,3:20.20,3:36.10,3:52.07,4:07.37
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Marta PÉREZ,ESP,26.0,15.87,33.07,50.36,1:07.25,1:24.08,1:40.87,1:57.56,2:14.42,2:31.13,2:47.94,3:04.06,3:20.45,3:36.32,3:52.25,4:07.48
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Claudia Mihaela BOBOCEA,ROU,27.0,16.15,33.19,50.08,1:06.95,1:23.77,1:40.55,1:57.31,2:14.20,2:30.94,2:47.71,3:04.01,3:20.41,3:36.31,3:52.24,4:07.76
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Malika AKKAOUI,MAR,32.0,16.55,33.71,50.80,1:07.78,1:24.56,1:41.62,1:58.12,2:14.87,2:31.43,2:48.21,3:04.39,3:20.61,3:36.49,3:52.44,4:08.05
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Linden HALL,AUS,28.0,16.34,33.40,50.36,1:07.32,1:24.03,1:40.89,1:57.51,2:14.38,2:31.14,2:48.06,3:04.25,3:20.62,3:36.34,3:52.38,4:08.12
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Darya BARYSEVICH,BLR,29.0,16.21,33.38,50.59,1:07.53,1:24.35,1:41.42,1:57.99,2:15.22,2:31.64,2:48.74,3:04.82,3:21.16,3:36.80,3:52.68,4:08.19
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Axumawit EMBAYE,ETH,25.0,16.54,34.03,50.73,1:07.74,1:24.41,1:41.28,1:57.75,2:14.69,2:31.07,2:48.12,3:04.09,3:20.63,3:36.51,3:52.55,4:08.56
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Esther CHEBET,UGA,22.0,16.46,34.07,50.96,1:07.96,1:24.62,1:41.49,1:58.02,2:14.92,2:31.41,2:48.45,3:04.51,3:20.97,3:36.93,3:52.94,4:08.89
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,María Pía FERNÁNDEZ,URU,25.0,16.74,33.97,50.87,1:07.94,1:24.71,1:41.74,1:58.25,2:15.22,2:31.56,2:48.57,3:04.64,3:21.32,3:37.04,3:53.19,4:09.45
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,3.0,Neide DIAS,ANG,32.0,16.69,34.14,51.05,1:08.09,1:24.90,1:41.89,1:58.43,2:15.50,2:32.44,2:50.00,3:07.89,3:26.44,3:45.71,4:06.58,4:28.27
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Jakob INGEBRIGTSEN,NOR,19.0,15.36,30.48,45.36,1:00.64,1:15.26,1:30.15,1:44.67,1:59.75,2:14.42,2:29.09,2:43.57,2:57.43,3:10.94,3:24.35,3:37.67
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Alexis MIELLET,FRA,24.0,14.23,29.07,44.16,59.00,1:13.99,1:29.05,1:44.25,1:59.63,2:14.59,2:29.38,2:43.70,2:57.74,3:11.22,3:24.76,3:37.69
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Matthew CENTROWITZ,USA,30.0,14.25,29.29,44.38,59.20,1:14.14,1:29.22,1:44.39,1:59.81,2:14.60,2:29.45,2:43.63,2:57.55,3:10.93,3:24.43,3:37.69
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Jake WIGHTMAN,GBR,25.0,14.40,29.38,44.68,59.81,1:14.73,1:29.92,1:44.80,2:00.07,2:14.90,2:29.58,2:43.91,2:58.12,3:10.90,3:24.28,3:37.72
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Marcin LEWANDOWSKI,POL,32.0,15.12,30.28,45.35,1:00.66,1:15.33,1:30.33,1:44.89,2:00.38,2:14.68,2:29.61,2:43.80,2:57.95,3:11.10,3:24.57,3:37.75
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Amos BARTELSMEYER,GER,25.0,14.30,29.44,44.55,59.39,1:14.35,1:29.38,1:44.49,1:59.91,2:14.78,2:29.31,2:43.64,2:57.54,3:11.06,3:24.55,3:37.80
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Samuel TEFERA,ETH,20.0,14.92,30.18,45.09,59.95,1:14.19,1:29.20,1:44.30,1:59.58,2:14.36,2:28.96,2:43.44,2:57.25,3:10.83,3:24.17,3:37.82
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Adel MECHAAL,ESP,29.0,14.63,29.99,45.15,1:00.38,1:14.93,1:29.93,1:44.53,1:59.93,2:14.45,2:29.25,2:43.81,2:58.04,3:11.40,3:24.78,3:37.95
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Filip SASÍNEK,CZE,24.0,14.44,29.63,44.90,1:00.22,1:15.02,1:30.04,1:44.86,2:00.26,2:15.17,2:30.16,2:44.12,2:58.22,3:11.57,3:24.96,3:38.17
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,George Meitamei MANANGOI,KEN,19.0,14.71,29.84,44.88,59.88,1:14.69,1:29.79,1:44.72,2:00.18,2:14.73,2:29.97,2:44.28,2:58.64,3:11.70,3:25.09,3:38.39
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Ryan GREGSON,AUS,29.0,14.55,29.57,44.74,1:00.04,1:14.81,1:29.84,1:44.58,1:59.80,2:14.92,2:30.37,2:44.49,2:58.81,3:12.00,3:25.55,3:38.69
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Abdi Waiss MOUHYADIN,DJI,23.0,14.68,29.80,45.02,1:00.46,1:15.14,1:30.19,1:45.02,2:00.32,2:15.04,2:30.25,2:44.15,2:58.31,3:11.60,3:25.34,3:38.79
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Hicham OULADHA,MAR,25.0,14.34,29.21,44.50,59.64,1:14.43,1:29.56,1:44.57,2:00.12,2:14.96,2:29.78,2:43.78,2:57.72,3:11.28,3:25.37,3:39.86
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Abraham Kipchirchir ROTICH,BRN,26.0,14.21,28.91,44.31,59.60,1:14.59,1:29.63,1:44.69,2:00.05,2:15.04,2:30.03,2:44.08,2:58.47,3:12.29,3:27.95,3:45.19
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,1.0,Lucirio GARRIDO,VEN,27.0,14.10,28.67,43.74,58.77,1:13.77,1:28.81,1:44.13,1:59.54,2:14.81,2:30.04,2:45.26,3:01.11,3:17.67,3:34.86,3:52.93
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Timothy CHERUIYOT,KEN,24.0,13.87,27.88,42.39,57.55,1:12.19,1:27.64,1:43.22,1:58.26,2:13.15,2:28.25,2:42.23,2:56.44,3:10.15,3:23.64,3:36.82
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Josh KERR,GBR,22.0,14.06,28.46,42.96,58.20,1:13.23,1:28.59,1:43.87,1:59.25,2:13.41,2:28.62,2:42.68,2:56.77,3:10.20,3:23.69,3:36.99
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Ben BLANKENSHIP,USA,31.0,13.99,28.07,42.62,57.83,1:12.97,1:28.11,1:43.57,1:58.94,2:13.73,2:28.89,2:42.86,2:56.94,3:10.35,3:23.87,3:37.13
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Filip INGEBRIGTSEN,NOR,26.0,14.66,29.13,43.38,58.50,1:13.59,1:28.51,1:43.47,1:58.65,2:13.25,2:28.44,2:42.41,2:56.59,3:10.32,3:23.81,3:37.26
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Abdelaati IGUIDER,MAR,33.0,14.03,28.89,42.83,57.90,1:12.69,1:27.87,1:43.36,1:58.79,2:13.45,2:28.76,2:42.53,2:56.71,3:10.42,3:23.97,3:37.44
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Kevin LÓPEZ,ESP,29.0,13.88,28.20,42.80,57.96,1:12.89,1:27.97,1:43.43,1:58.67,2:13.55,2:28.58,2:42.89,2:57.15,3:10.52,3:24.05,3:37.62
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Isaac KIMELI,BEL,26.0,14.27,29.34,43.59,58.68,1:13.41,1:28.74,1:43.69,1:58.91,2:13.65,2:28.76,2:43.03,2:56.95,3:10.80,3:24.56,3:37.87
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Youssouf HISS BACHIR,DJI,33.0,14.46,29.06,43.27,58.32,1:13.37,1:28.32,1:43.30,1:58.46,2:13.38,2:28.56,2:42.78,2:57.00,3:10.58,3:24.10,3:37.93
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Kumari TAKI,KEN,20.0,14.24,28.77,43.05,58.11,1:13.03,1:28.19,1:43.55,1:59.09,2:13.63,2:28.98,2:42.95,2:57.34,3:10.74,3:24.32,3:37.98
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Jinson JOHNSON,IND,29.0,13.81,27.84,42.39,57.63,1:12.45,1:27.78,1:43.37,1:58.45,2:13.35,2:28.41,2:42.66,2:56.85,3:10.55,3:24.77,3:39.86
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Teddese LEMI,ETH,21.0,13.67,27.57,42.26,57.32,1:12.15,1:27.52,1:43.17,1:58.22,2:13.14,2:28.20,2:42.38,2:58.81,3:12.15,3:26.35,3:41.32
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Musulman DZHOLOMANOV,KGZ,22.0,13.56,27.33,42.08,57.41,1:12.80,1:28.33,1:43.89,1:59.54,2:14.61,2:29.77,2:44.60,2:59.76,3:14.91,3:30.06,3:45.07
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Matthew RAMSDEN,AUS,22.0,14.22,31.96,46.83,1:01.99,1:17.21,1:32.16,1:47.48,2:02.74,2:18.04,2:33.40,2:48.78,3:03.90,3:18.49,3:33.00,3:47.59
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,2.0,Paulo Amotun LOKORO,ART,28.0,14.15,28.68,43.12,58.42,1:13.53,1:28.95,1:44.19,2:00.14,2:16.11,2:32.07,2:47.74,3:03.23,3:18.48,3:33.33,3:48.98
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Ayanleh SOULEIMAN,DJI,27.0,14.59,29.73,44.45,59.41,1:14.12,1:29.12,1:43.86,1:58.94,2:12.75,2:26.98,2:40.87,2:54.81,3:08.51,3:22.53,3:36.16
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Taoufik MAKHLOUFI,ALG,31.0,14.17,28.80,43.51,58.57,1:13.46,1:28.43,1:43.15,1:58.06,2:12.76,2:27.19,2:40.93,2:55.01,3:08.73,3:22.69,3:36.18
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Kalle BERGLUND,SWE,24.0,14.04,28.98,43.47,58.21,1:13.14,1:28.12,1:42.75,1:57.35,2:11.84,2:26.35,2:40.83,2:54.99,3:08.66,3:22.68,3:36.19
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Neil GOURLEY,GBR,25.0,14.10,28.98,43.92,58.89,1:13.61,1:28.48,1:43.29,1:58.19,2:12.75,2:27.32,2:41.32,2:55.36,3:08.94,3:22.78,3:36.31
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Craig ENGELS,USA,25.0,14.02,29.06,43.69,58.40,1:13.22,1:28.36,1:42.95,1:57.75,2:12.19,2:26.72,2:40.98,2:55.22,3:08.88,3:22.94,3:36.35
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Ronald MUSAGALA,UGA,27.0,13.97,28.75,43.80,58.82,1:13.21,1:28.18,1:43.09,1:58.17,2:12.59,2:27.17,2:41.26,2:55.70,3:08.90,3:23.04,3:36.54
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Ronald KWEMOI,KEN,24.0,13.91,28.79,43.67,58.69,1:13.62,1:28.61,1:43.29,1:58.46,2:13.03,2:27.43,2:41.28,2:55.47,3:08.80,3:22.84,3:36.66
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Jesus GOMEZ,ESP,28.0,14.44,29.59,44.22,59.17,1:13.86,1:28.88,1:43.23,1:58.41,2:12.75,2:26.98,2:41.11,2:55.40,3:08.89,3:23.11,3:36.72
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Stewart MCSWEYN,AUS,24.0,14.27,29.05,43.25,57.98,1:12.96,1:28.00,1:42.81,1:57.56,2:12.00,2:26.53,2:40.69,2:54.58,3:08.36,3:22.48,3:36.88
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Ismael DEBJANI,BEL,29.0,13.95,28.52,42.94,57.73,1:12.74,1:27.78,1:42.91,1:57.95,2:12.50,2:27.13,2:41.68,2:56.14,3:10.76,3:25.26,3:39.11
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Jakub HOLUŠA,CZE,32.0,14.33,29.34,44.09,59.08,1:13.94,1:28.76,1:43.55,1:58.59,2:13.24,2:27.58,2:42.11,2:56.69,3:11.21,3:25.60,3:39.79
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Abdullahi JAMA MOHAMED,SOM,17.0,14.18,29.22,44.01,58.95,1:13.64,1:28.74,1:43.53,1:58.72,2:13.31,2:27.72,2:42.19,2:56.95,3:11.63,3:26.31,3:40.84
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Abdirahman Saeed HASSAN,QAT,22.0,14.45,29.53,44.31,59.30,1:14.14,1:28.99,1:43.75,1:58.80,2:13.40,2:27.76,2:41.87,2:56.32,3:10.56,3:25.78,3:42.24
outdoor,Doha (QAT),2019,3 October 2019,26,61,men,1500-metres,heats,3.0,Yach Majok Koon WOL,SSD,23.0,14.20,29.32,43.80,58.64,1:13.44,1:28.60,1:43.39,1:59.00,2:13.56,2:28.48,2:43.88,2:59.65,3:15.32,3:30.72,3:46.24
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Sifan HASSAN,NED,27.0,17.63,37.22,56.30,1:15.21,1:33.94,1:52.72,2:11.13,2:29.12,2:45.43,3:01.78,3:17.62,3:32.73,3:46.53,4:00.68,4:14.69
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Shelby HOULIHAN,USA,27.0,17.14,36.61,55.72,1:14.79,1:33.55,1:52.34,2:10.71,2:28.71,2:44.98,3:01.47,3:17.30,3:32.52,3:46.73,4:00.73,4:14.91
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Rababe ARAFI,MAR,29.0,17.10,36.42,55.49,1:14.54,1:33.32,1:52.12,2:10.49,2:28.50,2:44.77,3:01.13,3:16.95,3:32.28,3:46.37,4:00.58,4:14.94
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Faith KIPYEGON,KEN,26.0,17.38,36.89,56.04,1:14.68,1:33.40,1:52.23,2:10.54,2:28.56,2:44.58,3:01.08,3:16.93,3:32.18,3:46.29,4:00.62,4:14.98
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Ciara MAGEEAN,IRL,28.0,16.96,36.21,55.29,1:14.38,1:33.16,1:51.94,2:10.34,2:28.30,2:44.62,3:00.99,3:16.85,3:32.13,3:46.28,4:00.57,4:15.49
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Sarah MCDONALD,GBR,26.0,16.95,36.15,55.25,1:14.35,1:33.17,1:51.88,2:10.34,2:28.25,2:44.62,3:00.93,3:16.83,3:32.06,3:46.19,4:00.49,4:15.73
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Lemlem HAILU,ETH,18.0,17.52,37.16,56.35,1:15.28,1:33.90,1:52.72,2:11.05,2:28.98,2:45.01,3:01.34,3:17.15,3:32.39,3:46.73,4:01.49,4:16.56
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Esther GUERRERO,ESP,30.0,17.07,36.41,55.47,1:14.57,1:33.32,1:52.07,2:10.53,2:28.45,2:44.83,3:01.10,3:17.02,3:32.32,3:47.07,4:01.73,4:16.66
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Darya BARYSEVICH,BLR,29.0,17.38,36.94,55.91,1:15.00,1:33.70,1:52.46,2:10.90,2:28.87,2:45.25,3:01.56,3:17.31,3:32.67,3:47.36,4:02.16,4:17.04
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Georgia GRIFFITH,AUS,23.0,17.31,36.72,55.89,1:14.98,1:33.67,1:52.52,2:10.79,2:28.77,2:45.18,3:01.58,3:17.45,3:32.83,3:47.18,4:01.93,4:17.15
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Kristiina MÄKI,CZE,28.0,17.26,36.67,55.70,1:14.83,1:33.53,1:52.28,2:10.72,2:28.66,2:45.01,3:01.34,3:17.19,3:32.52,3:47.15,4:01.77,4:17.65
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,1.0,Claudia Mihaela BOBOCEA,ROU,27.0,16.90,36.32,55.36,1:14.43,1:33.19,1:52.04,2:10.38,2:28.42,2:44.82,3:01.35,3:17.33,3:32.82,3:47.63,4:02.69,4:18.25
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Jenny SIMPSON,USA,33.0,15.13,30.84,47.64,1:04.52,1:21.42,1:38.39,1:55.14,2:11.54,2:27.68,2:43.81,2:59.63,3:15.42,3:30.85,3:46.22,4:00.99
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Gabriela DEBUES-STAFFORD,CAN,24.0,15.41,31.34,48.17,1:05.17,1:21.98,1:38.98,1:55.37,2:11.97,2:27.94,2:44.15,2:59.91,3:15.81,3:30.64,3:46.06,4:01.04
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Laura MUIR,GBR,26.0,15.87,31.80,48.54,1:05.60,1:22.43,1:39.46,1:55.00,2:11.48,2:27.30,2:43.39,2:59.24,3:15.07,3:30.48,3:45.98,4:01.05
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Gudaf TSEGAY,ETH,23.0,15.00,30.63,47.44,1:03.79,1:20.02,1:36.62,1:53.45,2:10.31,2:27.10,2:43.25,2:59.22,3:15.06,3:30.47,3:45.98,4:01.12
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Winny CHEBET,KEN,29.0,14.95,30.75,47.73,1:04.75,1:21.67,1:38.45,1:54.96,2:11.34,2:27.43,2:43.50,2:59.39,3:15.22,3:30.62,3:46.08,4:01.14
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Winnie NANYONDO,UGA,26.0,14.70,30.49,47.47,1:04.17,1:20.68,1:37.29,1:54.33,2:11.43,2:27.69,2:43.90,2:59.65,3:15.62,3:30.98,3:46.40,4:01.30
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Nikki HILTZ,USA,25.0,15.27,31.10,47.87,1:04.96,1:21.85,1:38.76,1:55.33,2:11.76,2:27.88,2:44.01,2:59.77,3:15.67,3:31.06,3:46.39,4:01.52
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Jessica HULL,AUS,23.0,15.11,30.96,47.84,1:04.68,1:21.58,1:38.52,1:55.15,2:11.60,2:27.49,2:43.60,2:59.45,3:15.24,3:30.64,3:46.23,4:01.80
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Yolanda NGARAMBE,SWE,28.0,15.19,31.09,48.02,1:05.11,1:22.09,1:39.22,1:55.63,2:12.14,2:28.08,2:44.27,3:00.10,3:16.01,3:31.57,3:47.25,4:03.43
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Linden HALL,AUS,28.0,15.49,31.50,47.91,1:04.84,1:21.72,1:38.78,1:55.48,2:11.97,2:28.28,2:44.72,3:01.16,3:17.68,3:34.01,3:50.34,4:06.39
